text_id,text,hate,moh_text
hasoc_en_4231,Let's RoooooAAaaR! LoanChargeSuicides  TigerBoy Philbert Murderer,1,Lets RooAAaaR LoanChargeSuicides TigerBoy हिल्बर्ट Murderer
hasoc_en_3336,FuckTrump ImpeachmentNOW  Can this turd not be impeached on mental health grounds?,1,FuckTrump ImpeachmentNOW Can this turd not be impeached on mental health grounds
hasoc_en_5259,You know what else he said in 1971 'yeah baby. I totally wobt rape you'.... Well that was all lies wasnt it. rapist hopeyoudie,0,You know what else he said in 1971 yeah baby I totally स्वोट rape you Well that was all lies वास्ता it rapist hopeyoudie
hasoc_en_596,She is not forgiven and never pardoned. She activated a clone army of Boomer-aged white women inclined to do the very same sh-t to get ahead. So many accounts with BLM and FuckTrump plastered all over them were canceled....,1,She is not forgiven and never pardoned She activated a clone army of बूमरैंग white women inclined to do the very same मल to get ahead So many accounts with BLM and FuckTrump plastered all over them were canceled
hasoc_en_2588,SAY NO Beijing2022 Olympics  China CCP Genocide StopChina BoycottChina StopGenocideChina  Tibet FreeTibet SaveTibet Uyghur FreeUyghur SaveUyghur  EastTurkistan FreedomForEastTurkistan FreeMongolia FreeSouthMongolia ウイグル,0,SAY NO Beijing2022 Olympics China CCP Genocide StopChina BoycottChina StopGenocideChina Tibet FreeTibet SaveTibet उईघुर FreeUyghur SaveUyghur तुर्किस्तानी FreedomForEastTurkistan FreeMongolia FreeSouthMongolia ウイグル
hasoc_en_2304,"Sunday June 16, 2019            TrumpIsATraitor     FakePresident             WeAreNotOk TrumpMustGo",0,Sunday June 16 2019 TrumpIsATraitor रेसीडेन्ट WeAreNotOk TrumpMustGo
hasoc_en_418,"SAVETHESAVIOUR movement will go down in history as one of the biggest movements in the history of India. It doesn't matter if the govt holds on to it's ego, we will be remembered as people who didn't bow down to fear and dishonesty.   DoctorsFightBack   Wewillnotbowdown",0,SAVETHESAVIOUR movement will go down in history as one of the biggest movements in the history of India It दोस्त matter if the govt holds on to its ego we will be remembered as people who दीन bow down to fear and dishonesty DoctorsFightBack Wewillnotbowdown
hasoc_en_232,With you there Councillor BorisJohnsonShouldNotBePM,0,With you there कौन्सिलर BorisJohnsonShouldNotBePM
hasoc_en_4758,"As we approach The 75th Anniversary of D-Day, we have a FatOrangeFuck DraftDodger Treasonous AmericaAbuser Rascist Fascist Nazi Terrorist who plays golf with all of our tax money 102Milllion... Just remember America this is what this douchebag is doing with our dollars",1,As we approach The 75th Anniversary of DDay we have a FatOrangeFuck रैफ्टर Treasonous AmericaAbuser फासिस्टों Fascist Nazi Terrorist who plays golf with all of our tax money विलियन Just remember America this is what this डूश is doing with our dollars
hasoc_en_273,Candle march by doctors of BHU to support the cause of NRSMC.Sir subderlal opd and elective ot also obesreved strike today on national protest day.DoctorsFightBack savethedoctors,0,Candle march by doctors of BHU to support the cause of NRSMCSir सुन्दरलाल मोपेड and elective और also सर्वर strike today on national protest dayDoctorsFightBack savethedoctors
hasoc_en_2649,Actually it’s not. Hope you have the 💩iest Father’s Day EVER!! Dickhead HappyFathersDayObama,1,Actually its not Hope you have the आईईएस Fathers Day EVER Dickhead HappyFathersDayObama
hasoc_en_2766,"You know nothing about geopolitics, so kindly refrain from talking about it. Actually, kindly refrain from talking, period. DerangedDonald TrumpisaTraitor TrumpisaCrook TrumpHatesAmerica",1,You know nothing about geopolitics so kindly refrain from talking about it Actually kindly refrain from talking period DerangedDonald TrumpisaTraitor TrumpisaCrook TrumpHatesAmerica
hasoc_en1_6379,"'You are the referee of this House, you have a lot of discretionary powers, I hope you will support and protect us”. Barrister  requested the newly-elected Speaker Om Birla to ensure that the elected government doesn't become a monarchy.",0,You are the referee of this House you have a lot of discretionary powers I hope you will support and protect us Barrister requested the newlyelected Speaker Om बिरला to ensure that the elected government दोस्त become a monarchy
hasoc_en_5102,"The Republicans and MAGA hats have been pretending for over two years that he's sane...I don't see them stopping anytime soon. I never thought I'd see the death of Democracy in this country in my lifetime, but here we are... fucktrump NotMyPresident",0,The Republicans and MAGA hats have been pretending for over two years that hes सपने डोंट see them stopping anytime soon I never thought Id see the death of Democracy in this country in my lifetime but here we are ट्रम्प रेसीडेन्ट
hasoc_en_997,Basically Mamata just tags any protest against her as whatever her enemy of the day is. The BJP did try hijacking the protest but NRS doctors themselves told them to fuck off.,1,Basically ममता just tags any protest against her as whatever her enemy of the day is The BJP did try hijacking the protest but NRS doctors themselves told them to fuck off
hasoc_en_168,HUMP DAY 9    FUCKTRUMP VoteBlueNoMatterWho                   💩🤣,0,HUMP DAY 9 FUCKTRUMP VoteBlueNoMatterWho
hasoc_en1_5537,England won the match because तेरे जैसे रंडी के बीज ही गुलामी करते थे उनकी    INDvENG,1,England won the match because ko जस रड क बज ह गलम pahunche थ thak INDvENG
hasoc_en_5289,You're getting impeached!!!! fucktrump,1,ओरे getting impeached ट्रम्प
hasoc_en_1524,TrumpIsNotTheMessiah TrumpIsACriminal TrumpIsANationalSecurityThreat TrumpIsAFraud TrumpIsATraitor TrumpIsAMoron     The Belief That Trump Is a Messiah Is Rampant and Dangerous | Psychology Today,1,TrumpIsNotTheMessiah TrumpIsACriminal TrumpIsANationalSecurityThreat TrumpIsAFraud TrumpIsATraitor TrumpIsAMoron The Belief That Trump Is a Messiah Is Rampant and Dangerous Psychology Today
hasoc_en_1408,DoctorsFightBack       infant died by dr.chandrakala and hospital negligence.  how can they treat the patient through what's app?  how medical practice is allowed without incomplete infrastructure and equipments. Can you support us? It should not happened to others,0,DoctorsFightBack infant died by चन्द्रकान्त and hospital negligence how can they treat the patient through whats app how medical practice is allowed without incomplete infrastructure and इक्वीपमेंट Can you support us It should not happened to others
hasoc_en_4023,TraitorTrump Admits He Would Commit A Felony To Win The 2020 Election TrumpIsATraitor VoteBlue2020,1,TraitorTrump Admits He Would Commit A Felony To Win The pakad Election TrumpIsATraitor VoteBlue2020
hasoc_en_2830,The damning allegations against  that he sexually assaulted women could jeopardized his re-election campaign. Im no stranger to accountability but TrumpTheRapist has crossed the line on SexualMisconduct and its going to stop ! \n\nTrumpisARapist DonTheCon,1,The damning allegations against that he sexually assaulted women could jeopardized his reelection campaign Im no stranger to accountability but TrumpTheRapist has crossed the line on SexualMisconduct and its going to stop nnTrumpisARapist DonTheCon
hasoc_en_4907,I got to knw d rsn behind most of d countries mocking us is bcz v r more concerned towards CWC19 n blaming ICC rather than focusing on real issues. People hv made a trend ShameOnICC instead of helping Sudanese.    CWC19,1,I got to कण्व d रिसने behind most of d countries mocking us is बहन चुदाई v r more concerned towards CWC19 n blaming ICC rather than focusing on real issues People एचआईवी made a trend ShameOnICC instead of helping Sudanese CWC19
hasoc_en_3660,This is what your country will soon look like if you EVER let China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the HongKong we knew!💔💔💔BoycottChina🇨🇳,0,This is what your country will soon look like if you EVER let China इन्हीं any wayFinancejoint वेंचर्स इ्रंफ्रास्टक्चर or 5GYes they own HK but we got complacent while Britain had its 99 year लाठी is no longer the हांगकांग we knewBoycottChina
hasoc_en_3350,"Sorry sir but your 'Trending topics' are tailored according to the people whom you follow/like/retweet/reply etc. I have two accounts on twitter, i follow a lot of medicos on one so most of the trending topics are DoctorsFightBack related. In the other one, there's none of those",0,Sorry sir but your Trending topics are tailored according to the people whom you followlikeretweetreply etc I have two accounts on twitter i follow a lot of medicos on one so most of the trending topics are DoctorsFightBack related In the other one टेरेसा none of those
hasoc_en_1935,"He  is a Knobhead. This is all DISTRACTION to make his TinyMushroom seem bigger from all his UNFITNESS of being , 'fool' stop.   ImpeachTrump   ImpeachmentInquiryNow   DerangedDonald   Moron  IdiotInChief   Brokahontas  BillionDollarLoser   DickHead",1,He is a Knobhead This is all DISTRACTION to make his TinyMushroom seem bigger from all his UNFITNESS of being fool stop ImpeachTrump ImpeachmentInquiryNow DerangedDonald Moron IdiotInChief Brokahontas BillionDollarLoser पकड़
hasoc_en_909,"By that standard all international treaties are undemocratic. A pretty useless adjective.    Nobody will stop the UK from exiting that treaty, esp. not if the future EU should block a good solution for the border in bad faith. What do you think would happen?",0,By that standard all international treaties are undemocratic A pretty useless adjective Nobody will stop the UK from exiting that treaty esp not if the future EU should block a good solution for the border in bad faith What do you think would happen
hasoc_en_1410,US embassy in Rome. pride pridemonth2019 fucktrump,0,US embassy in Rome pride pridemonth2019 ट्रम्प
hasoc_en_5159,Islam is a plague to Mankind.. torture &amp; kill non-believers of Islam    RAPIST ISLAMIC MONSTERS     JusticeForGudiya JusticeForTwinkleSharma JusticeForTwinkle,1,Islam is a plague to Mankind torture amp kill nonbelievers of Islam RAPIST ISLAMIC MONSTERS JusticeForGudiya JusticeForTwinkleSharma JusticeForTwinkle
hasoc_en_3635,DoctorsFightBack  The more the government try to suppress us the more we will fight back until and unless our voices are being heard and demands are being met!,0,DoctorsFightBack The more the government try to suppress us the more we will fight back until and unless our voices are being heard and demands are being met
hasoc_en_3240,AMERICA didn’t even win the NBAFinals. Thanks Trump FuckTrump,0,AMERICA दीन even win the NBAFinals Thanks Trump FuckTrump
hasoc_en_552,ParisAttacks refugeesarewelcome Women's bible site:Will Islam take over Europe or will Muslims gradually integrate,0,ParisAttacks refugeesarewelcome वुमेन्स bible सिटवेल Islam take over Europe or will Muslims gradually integrate
hasoc_en_1065,We Hold Scalpel To Operate And Cure  Not Guns To Treat Mankind Insecure    We Give Painkillers To Reduce Your Pain Not Wound To Make You Blood Stained We Cure Secure And Serve As True Nationalist   We Are Doctors Not Terrorists !   DoctorsFightBack,0,We Hold Scalpel To Operate And Cure Not Guns To Treat Mankind Insecure We Give Painkillers To Reduce Your Pain Not Wound To Make You Blood Stained We Cure Secure And Serve As True Nationalist We Are Doctors Not Terrorists DoctorsFightBack
hasoc_en_5172,The only thing Corrupt with ZeroCredibilty is you. You are the biggest embarrassment this country has ever seen. VetsResistSquadron VeteransAgainstTrump TrumpIsATraitor BlueWave2020 VoteBlueToSaveAmerica Resistance TrumpCrimeSyndicate TrumpCrimeFamilyMustGo,1,The only thing Corrupt with ZeroCredibilty is you You are the biggest embarrassment this country has ever seen VetsResistSquadron VeteransAgainstTrump TrumpIsATraitor BlueWave2020 VoteBlueToSaveAmerica Resistance TrumpCrimeSyndicate TrumpCrimeFamilyMustGo
hasoc_en_1440,"Guests  &amp; , so naive to say and believe TraitorTrump is walking back and correcting his statement.  Trump was being truthful with .  TrumpIsATraitor",0,Guests amp so naive to say and believe TraitorTrump is walking back and correcting his statement Trump was being truthful with TrumpIsATraitor
hasoc_en_738,Cricket World Cup 2019  Follow tillTOSS for more updates.🎤⠀    ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  tilltoss fantasysports fantasyleague gamechangers dream instasport tilltoss fantasysports cricketworldcup2019 cwc2019 ShameOnICC INDvNZ CWC19 SharkFin SLvAUS SaturdayMotivation⠀,0,Cricket World Cup 2019 Follow tillTOSS for more updates टिलायट पासपोर्ट fantasyleague एक्सचेंजर dream इंस्टार टिलायट पासपोर्ट cricketworldcup2019 cwc2019 ShameOnICC INDvNZ CWC19 हरन SLvAUS SaturdayMotivation
hasoc_en_2482,DonaldTrump Has Sold Out America To The Fricking Enemy Russian Commie Soviet 'REDS'  MoreSanctionsOnRussia 'NOW'  FuckTrump  Nuff Said ! .😠,1,DonaldTrump Has Sold Out America To The ट्रिकलिंग Enemy Russian Commie Soviet REDS MoreSanctionsOnRussia NOW FuckTrump उफ़ Said
hasoc_en_1468,Perhaps you prefer the rapist BillClinton or the murderer HillaryClinton ?,1,Perhaps you prefer the rapist BillClinton or the murderer HillaryClinton
hasoc_en_4096,Save the saviour Savethedoctors   SaveBengal   DoctorsFightBack,1,Save the सेवरी Savethedoctors रवीना DoctorsFightBack
hasoc_en_2088,Jab “Balidaan” likha hi nahi hai toh why the unwanted controversy. So DhoniKeepsTheGlove but drops the  logo.,0,Jab बलिदान लिखा hi नहीं : हैं: तो why the unwanted controversy So DhoniKeepsTheGlove but drops the logo
hasoc_en_2196,ShameOnICC thank you for ruining the most awaited tournament in India,0,ShameOnICC thank you for ruining the most awaited tournament in India
hasoc_en_4407,"There should be only one punishment for Rapists, hang them till death in public.  And the supporters of Rapist (religious or political) should rot in jail until they become Humans.    TwinkleSharma, Asifa, UnnaoVictim &amp; all Rape Victims should get justice asap.     KathuaVerdict",1,There should be only one punishment for Rapists hang them till death in public And the supporters of Rapist religious or political should rot in jail until they become Humans TwinkleSharma एसआईए UnnaoVictim amp all Rape Victims should get justice asap KathuaVerdict
hasoc_en_4387,Too bad you are pretending to be a politician in real life.  And it is too bad that the people of Ontario suffer while you and your lying boss continue to pretend. backlash fordnation douchebag,0,Too bad you are pretending to be a politician in real life And it is too bad that the people of Ontario suffer while you and your lying boss continue to pretend backlash फारमेशन डूश
hasoc_en_5516,"Doctor: do you smoke or drink?\n\nLad: only on nights out if my friends got smokes and a lighter too aha\n\nDoctor: Haha yes lad, fuck buying them bro Ill say nothing so",1,Doctor do you smoke or drinknnLad only on nights out if my friends got smokes and a lighter too ahannDoctor अहा yes lad fuck buying them bro Ill say nothing so
hasoc_en_900,"Ten years ago Nick Griffin appeared on bbcqt, causing a furore. He was duly taken apart by other guests.  Now the BBC routinely features fawning interviews with far-right scumbags such as Steve Bannon, who wants to train an army of disciples to disrupt the West.  Get a grip, BBC.",0,Ten years ago Nick Griffin appeared on बीबीसी causing a करोड़े He was duly taken apart by other guests Now the BBC routinely features fawning interviews with फ्रेट scumbags such as Steve पन्नों who wants to train an army of disciples to disrupt the West Get a grip BBC
hasoc_en_4251,Johnson  'He is Wodehouse’s style without Wodehouse’s plot; the well-polished novel without a theme.'  borisjohnson    BorisJohnsonShouldNotBePM,1,Johnson He is वोडहाउस style without वोडहाउस plot the पालिशदार novel without a theme ब्रोन्सन BorisJohnsonShouldNotBePM
hasoc_en_2908,"Highly shameful, for everything, and for all wrong doings still there are idiots coming to debate still maintaining their stand. Are you really humans. I won't be  surprised to know that you will be Cannibals. \nGandiNaaliAbuse",1,Highly shameful for everything and for all wrong doings still there are idiots coming to debate still maintaining their stand Are you really humans I wont be surprised to know that you will be Cannibals nGandiNaaliAbuse
hasoc_en_5429,I already work two jobs and barely get to see my husband who also works multiple jobs we miss out on spending time with our daughter ALL because of inflation and trying to make ends meet! fucktrump fucktariffs imissobama,1,I already work two jobs and barely get to see my husband who also works multiple jobs we miss out on spending time with our daughter ALL because of inflation and trying to make ends meet ट्रम्प टैरिफ imissobama
hasoc_en_3141,Hey  what’s wrong in having Country's Army's Sacrifice Symbol on gloves ? Don’t stoop so low! DhoniKeepsTheGlove,1,Hey whats wrong in having कंट्री आरएमएस Sacrifice Symbol on gloves होंट stoop so low DhoniKeepsTheGlove
hasoc_en_1578,WRONG Stop with the lies you sick evil  DEMENTED   LyingTrump   PutinsPuppet   TRUMPcriminalIMPEACHMENT   TrumpCrimeFamily   locktrumpup   Just resign you will never lie you way out of this.   TrumpIsATraitor,1,WRONG Stop with the lies you sick evil DEMENTED LyingTrump PutinsPuppet TRUMPcriminalIMPEACHMENT TrumpCrimeFamily ट्रम्प Just resign you will never lie you way out of this TrumpIsATraitor
hasoc_en_384,"Mananiya  Sushree  Mamata  Banerji  should  immediately  convene  Meeting  of  BJP & all Political parties  for  Restoring  Peace , love and  Respect  amongst  all & stop  all Violence  forgetting  all  enemy feelings of Election.",0,ननन्दिया सुश्री ममता बैनर्जी should immediately convene Meeting of BJP all Political parties for Restoring Peace love and Respect लेमंट all stop all Violence forgetting all enemy feelings of Election
hasoc_en_698,"Just a few words from you against your father could save America and LITERALLY, perhaps, save human civilization. I don't say this lightly. Read 'Command and Control' by Eric Schlosser unwantedivanka complicit bitch BurnInHell FuckTrump IMPEACH RESIST",0,Just a few words from you against your father could save America and LITERALLY perhaps save human civilization I डोंट say this lightly Read Command and Control by Eric क्लोज़ unwantedivanka complicit bitch बर्नेल FuckTrump IMPEACH RESIST
hasoc_en_3694,LEADERSHIP CONTEST    If I were Boris I'd l steer clear. Let the BBC suck these neverwozzers into slagging each other off on TV &amp; turning it into a media circus. It's what they're good at.  BorisJohnsonShouldNotBePM  leadershiphustings,1,LEADERSHIP CONTEST If I were Boris Id l steer clear Let the BBC suck these neverwozzers into slagging each other off on TV amp turning it into a media circus Its what ठहरने good at BorisJohnsonShouldNotBePM लीडरशिप
hasoc_en_330,DoctorsFightBack  DoctorsProtest  India  Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. IMA must go on indefinite strike in the entire country till an ordinance is passed. WestBengal,0,DoctorsFightBack DoctorsProtest India Kindly डोंट फूल doctors by writing letters to CMs It is a futile eyewash exercise Immediately pass ordinance to protect medical staff IMA must go on indefinite strike in the entire country till an ordinance is passed इटरनल
hasoc_en_3260,"Hi please keep wearing balidan badge gloves in next matches too, we all are in your support as we know that this is nothing against ICC rule, we all have proud on you Dhoni bhai.  DhoniKeepsTheGlove",0,Hi please keep wearing बलिदान badge gloves in next matches too we all are in your support as we know that this is nothing against ICC rule we all have proud on you होनी भाई DhoniKeepsTheGlove
hasoc_en_16,Good work  keep going just destroy the whole fucking world cup ShameOnICC,1,Good work keep going just destroy the whole fucking world cup ShameOnICC
hasoc_en_4143,Took a shit at Trump Tower and purposefully missed the toilet. I'm a hero. Where's my holiday? FuckTrump NYC — at Trump Towers at 5th Ave,1,Took a shit at Trump Tower and purposefully missed the toilet Im a hero Wheres my holiday FuckTrump NYC at Trump Towers at 5th Ave
hasoc_en_4167,"is definitely UnfitForOffice!    Convenient, isn't it Graham, that Trump backed out of the Iran agreement, even though there were no violations reported?!    AND NOW, Trump has jumped aboard the USSTrumpFail, accompanied by Putin &amp; Saudi Arabia!  TrumpIsATraitor",1,is definitely UnfitForOffice Convenient इन्ट it Graham that Trump backed out of the Iran agreement even though there were no violations reported AND NOW Trump has jumped aboard the USSTrumpFail accompanied by Putin amp Saudi Arabia TrumpIsATraitor
hasoc_en_3299,It should be National John McCain day because FUCKTRUMP !!!,0,It should be National John McCain day because FUCKTRUMP
hasoc_en_5200,"Well I'll be damned,  there's now 5000 friends following my tweets.  Amazing.  I wasn't sure it would happen.    Thank you so much. I'm proud to follow each one of you back.    I'll always be the foul mouthed old Liberal Democrat shouting FuckTrump!     Let's make it 10K    Resist",0,Well Ill be damned टेरेसा now 500 friends following my tweets Amazing I वास्ता sure it would happen Thank you so much Im proud to follow each one of you back Ill always be the foul mouthed old Liberal Democrat shouting FuckTrump Lets make it 10 Resist
hasoc_en_3335,ShameOnICC  ICC want something  fast and result  some one meet yamdut WorldCup2019,0,ShameOnICC ICC want something fast and result some one meet यमु WorldCup2019
hasoc_en_855,Boris Johnson: Last Week Tonight with John Oliver (HBO)   via,0,Boris Johnson Last Week Tonight with John Oliver HBO via
hasoc_en_1997,Royal Foldable Double Bed Mosquito Net   @ Rs.863 (mrp-2000)        Upto 55% Off on Pest Control          DoctorsFightBack SaveBengal amazon flipkart deals dealoftheday amazingdeals offers discount JaiShreeRam,0,Royal लाडेबल Double Bed Mosquito Net Rs863 mrp200 पोटो bhole Off on Pest Control DoctorsFightBack रवीना amazon फ्लिपकार्ट deals dealoftheday अमेजिंग offers discount JaiShreeRam
hasoc_en_4371,Remember to dance today! FuckTrump FreedomOfSpeech,1,Remember to dance today FuckTrump FreedomOfSpeech
hasoc_en_23,It not like that chanting Allah by Muslim man will make chicken more pure or not doing so make it unpure or by touching food by Muslim guy will make food  non pure .But these are religious beliefs n if u respect one religion believes u should also respects others.,0,It not like that chanting Allah by Muslim man will make chicken more pure or not doing so make it नुपूरे or by touching food by Muslim guy will make food non pure But these are religious beliefs n if u respect one religion believes u should also respects others
hasoc_en_4440,"You are as douchebag and wicked seed of Tigray as that of illegitmate citezen Isias, who has extreme hate towards Eritreans. We now know the dazed and confused slaves are in the same beds with all Previous Ethiopian emperiord who wanted to crush Eritreans for good. Scumbag.",1,You are as डूश and wicked seed of तिग्राय as that of कालेजियेट सिटिज़न एशिया who has extreme hate towards Eritreans We now know the dazed and confused slaves are in the same beds with all Previous Ethiopian एम्परर who wanted to crush Eritreans for good Scumbag
hasoc_en_5391,TeamIndia geared up is okay. What's on the GLOVE?    Are armed forces not allowed to play cricket with their desired logos?    DhoniKeepsTheGlove or  ICC allows only Islamic symbols - does Pakistan say Islam green and star is commercial logo? Will  take that up?,1,TeamIndia geared up is okay Whats on the GLOVE Are armed forces not allowed to play cricket with their desired logos DhoniKeepsTheGlove or ICC allows only Islamic symbols does Pakistan say Islam green and star is commercial logo Will take that up
hasoc_en_931,if food doesn't have a religion then what is this? Zomato,0,if food दोस्त have a religion then what is this टमाटर
hasoc_en_5643,He won't leave = LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP!  DumpTrump DumpTrump2020 TrumpIsATraitor TrumpIsACriminal TrumpInJail2020,1,He wont leave LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP LOCK HIM UP DumpTrump DumpTrump2020 TrumpIsATraitor TrumpIsACriminal TrumpInJail2020
hasoc_en_2308,Bastard BorisJohnsonShouldNotBePM,1,Bastard BorisJohnsonShouldNotBePM
hasoc_en_791,"thank God you are on Twitter finally! I can not wait to hear all the interesting things you have say, he said with the most sarcastic voice possible. FuckOJ murderer OJSimpson jailbirds",0,thank God you are on Twitter finally I can not wait to hear all the interesting things you have say he said with the most sarcastic voice possible FuckOJ murderer सिम्पसन jailbirds
hasoc_en_3525,10 years   09 years   08 years   07 years   06 years   05 years   04 years   03 years   02 years   01 years   09 Month   06 Month     Girls raped by people   Belongs to our Society  Our Nations   I never imagined even   How these black heart   Devil soul   Moving in our Society  Rapist   Justice,0,10 years 09 years 08 years 07 years 06 years 05 years 204 years 03 years 202 years 01 years 09 Month 06 Month Girls raped by people Belongs to our Society Our Nations I never imagined even How these black heart Devil soul Moving in our Society Rapist Justice
hasoc_en_5737,"I'm curious, have you been speaking Russian so long you've forgotten English? douchebag",1,Im curious have you been speaking Russian so long यू forgotten English डूश
hasoc_en_2562,The secret behind the game.    IndiaVsPakistan   terroristNationPakistan    IndiaVsPakistan,0,The secret behind the game IndiaVsPakistan terroristNationPakistan IndiaVsPakistan
hasoc_en_1975,Attention CNN :     JULY 2015: TrumpIsATraitor chose Russian SPY at FREEDOM FEST   (Putin Sanctions)   JULY 2018: She met w Trump Jr     2018: GOPTraitors LIFT sanctions  Apr  2019: She admits she's Secret agent for Kremlin   2019: Sentenced to USA prison.,0,Attention CNN JULY 2005 TrumpIsATraitor chose Russian SPY at FREEDOM FEST Putin Sanctions JULY 2018 She met w Trump Jr 2018 GOPTraitors LIFT sanctions Apr 2019 She admits shes Secret agent for Kremlin 2019 Sentenced to USA prison
hasoc_en_19,What about Virat Kholi tattoos 😂😂    DhoniKeepsTheGlove,0,What about सीरत होली tattoos DhoniKeepsTheGlove
hasoc_en_819,Why isn't that thing flying over the White House every day?  trumpbabyblimp fucktrump fuckallthetrumps fucktrumpsupporters,0,Why इन्ट that thing flying over the White House every day trumpbabyblimp ट्रम्प fuckallthetrumps fucktrumpsupporters
hasoc_en_863,"'Time for all of us to stand together, to face this Tory belligerence down'",0,Time for all of us to stand together to face this Tory belligerence down
hasoc_en_386,"'Gettin' even to do?!?!'  You sure that's the hot take you wanna roll with on your debut, what with the murdering and all?? OJSimpson murderer",0,बेटिंग even to do You sure दैट the hot take you wanna roll with on your debut what with the murdering and all सिम्पसन murderer
hasoc_en_1965,Mind your own bullshit will yah? Oh and whilst at it mind all the innocent kids and lives that have gone and you did absolutly nothing about it! dickhead TrumpFail,0,Mind your own bullshit will यह Oh and whilst at it mind all the innocent kids and lives that have gone and you did आब्सोल्यूट nothing about it dickhead रूमाल
hasoc_en_5526,just inexcusable...an 8 year vet pulling a helmet to helmet tackle on a QB slide douchebag,0,just inexcusablean 8 year vet pulling a helmet to helmet tackle on a QB slide डूश
hasoc_en_201,"ShameOnICC this CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain",0,ShameOnICC this CWC19 winner is the incredible undisputed reigning attacker the पॉटर the pain none other than the इग्लैंड rain
hasoc_en_3308,"Just asking 'If Mamata Banerjee herself falls ill,  who would treat her? '    MamataBanerjee MamataLosingControl MamataFrustrated DoctorsProtest DoctorsStrike DoctorsFightBack WestBengal",0,Just asking If ममता बैनर्जी herself falls ill who would treat her MamataBanerjee MamataLosingControl MamataFrustrated DoctorsProtest DoctorsStrike DoctorsFightBack इटरनल
hasoc_en_4090,"You obviously haven't read the report, what does Putin have on all of you, that you're willing to sell yourself and country. TrumpsWorseThanNixon ReadTheMuellerReport FuckTrump",0,You obviously हैवन read the report what does Putin have on all of you that यौर willing to sell yourself and country TrumpsWorseThanNixon ReadTheMuellerReport FuckTrump
hasoc_en_4531,"Is espncricinfo handler Pakistani or aussie, his hatred towards Indian is just too much   Pakistani don't boo they jump with suicide belt and BOOM!!          terroristNationPakistan   boycottespn",1,Is क्रिकइन्फो handler Pakistani or डैसी his hatred towards Indian is just too much Pakistani डोंट boo they jump with suicide belt and BOOM terroristNationPakistan बायाकाट
hasoc_en_2045,Yup! Bubba Rapist BillClinton 🙄🤦‍♀️,0,Yup जुब्बा Rapist BillClinton
hasoc_en_1162,Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 dickhead,0,Deleting 33k emails with recipes in them is the real obstruction dickhead
hasoc_en1_4336,Excellent! Proactive measures like this will go a long way in conserving water. JanShakti4JalShakti,0,Excellent Proactive measures like this will go a long way in conserving water JanShakti4JalShakti
hasoc_en_1964,"MattHancock withdraws from Tory leadership race, backs BorisJohnson    How easily do politicians sell out - their principles, values shifting like lines in quicksand    BorisJohnsonShouldNotBePM Brexit",0,अटैक withdraws from Tory leadership race backs BorisJohnson How easily do politicians sell out their principles values shifting like lines in quicksand BorisJohnsonShouldNotBePM Brexit
hasoc_en_622,"Most Of America’s Terrorists Are White, And Not Muslim",0,Most Of Americas Terrorists Are White And Not Muslim
hasoc_en_5823,Really is that why fox cut you off when you ztart your crazy talk wow even your propaganda wing is throwing you under the bus. Looks like your the actual enemy of the people. Fucking bell end. fucktrump,1,Really is that why fox cut you off when you स्टार्ट your crazy talk wow even your propaganda wing is throwing you under the bus Looks like your the actual enemy of the people Fucking bell end ट्रम्प
hasoc_en_4625,BorisJohnsonShouldNotBePM   EVER    No threats to KILL BorisJohnson as fabricated by FTAC,1,BorisJohnsonShouldNotBePM EVER No threats to KILL BorisJohnson as fabricated by FTAC
hasoc_en_3675,You are Horrible! TrumpIsATraitor TrumpIsAFraud TrumpIsADictatorWannabe WakeUpAmerica,1,You are Horrible TrumpIsATraitor TrumpIsAFraud TrumpIsADictatorWannabe WakeUpAmerica
hasoc_en_3538,"saying won't reconsider is so childish!When will they grow up. Rules exist to facilitate human spirit, aspire towards higher ideals like love &amp; honour, humanity does not exist to serve rules! ICC is full of brawn Gora Sahibs, worst of both brown &amp; Gora !  DhoniKeepsTheGlove",0,saying wont reconsider is so childishWhen will they grow up Rules exist to facilitate human spirit aspire towards higher ideals like love amp आनर्स humanity does not exist to serve rules ICC is full of brawn मोरा Sahibs worst of both brown amp मोरा DhoniKeepsTheGlove
hasoc_en_2321,IdiotTrump forgets an important rule: don’t make up quotes from real people TrumpsAnInternationalDisgrace,0,IdiotTrump forgets an important rule डोंट make up quotes from real people TrumpsAnInternationalDisgrace
