text,label,moh_text
Yadav ji maine u.p. ki pichhli govt ka aankho se dekha hai . Ak ladki ka sare aam market me pakad kar market me rape kia jata h or thane me,no,यादव जी मैने up की पिछली govt का आँखो से देखा : हैं: Ak लड़की का सारे आम market me पकड़ कर market me rape क्या जाता h or thane me
"@sardanarohit Sir, ye kaisi culture h jisme jo bhn Bhai ko rakhi bandhti h apni security k liye wahi Bhai uska rape krta h.pahle apna dekho",yes,Sir ye किसी culture h जिसमें जो भुन : हैं: को राखी बाँधती h अपनी security k लिये वहीं : हैं: उसका rape कर्ता पहले अपना देखो
Nae yeh bhi keh detey hain k kon sa rape Kia hai!,no,Nae ये भी कह देखते हैं k क्यों सा rape Kia : हैं:
"Kya Kashmiri Hindu girls ka rape yaad hai , 1990 Muslims ne Kiya tha, Yadav Ji ,",no,या काश्मीरी Hindu girls का rape याद : हैं: 1999 Muslims ने किया था यादव Ji
Ki aapane apani beti ki umar ki ladaki see shadi ki rape charges see bachane ke liye,no,Ki आपने अपनी बेटी की उमर की लड़की see शादी की rape charges see बचाने के लिये
Kahin unka rape na hoajye sambahal k rakhna.,no,कहीं उनका rape ना हाए संभाल k रखना
Kya haal hai India yaar kahi kisi ka rape to kahi ka murder aakhir kabtak chalta rahega ye sab pic.twitter.com/HDbelFc4NC,yes,या हाल : हैं: India यार काही किसी का rape to काही का murder आखिर काटके चलता रहेगा ye सभा pictwittercomHDbelFc4NC
Jis din ye kanun bn gya ki rape krne wale ko bhre bajar m napunsak bnaya jayega us din betiya ji payengi,no,इस din ye कानबुन वाणी गया की rape कर्णे wale को भरे बाज़ार m नानक बनाया जाएगा us din बेटियाँ जी पायेंगी
sir rape ki fir tak to darj nahi hoti is desh mein... aap bas fenkte hi rehte ho... kuch nahi hone waala aapse bhi sir... maaf karo... https://twitter.com/narendramodi/status/913056567708151808¬†‚Ä¶,yes,sir rape की fir तक to दर्ज नहीं होती is देश मेन आप बास फेंक hi रहते ho कुछ नहीं hone वाला आपसे भी sir माफ़ करो
Sukanya devi ka rahul Gandhi ne rape kiya or Poora pariwar gayab kara diya.. Uss bare me kuch bolna chahenge?,no,सुकन्या देवी का र्हाल Gandhi ने rape किया or बूरा परिवार गायब कारा दिया Uss bare me कुछ बोलना चाहेंगे
Apni beti ke rape jo banigala me hoowa tha comment karo,yes,पानी बेटी के rape जो बांग्ला me हुड्डा था comment करो
Aur tum jahan hoti ho wahan balatkar badh jata hai baba bhi rape karne lagte hin.,yes,उर tum जहान होती ho वहाँ बलता बढ़ जाता : हैं: भाभा भी rape कर्णे लगते हीं
Tumhare neta to rape par bolte he ladko se galti ho jati he,no,तुम्हारे नेता to rape par बोलते he लड़कों से गलती ho जातीय he
Sahi bola @maliniawasthi ji. Agar ladkiyon ko iss barabari chahiye toh laathi bhi khana padega. Ab bas rape ko aise justify mat kar dena! pic.twitter.com/eoHzb2hP7c,no,राही bola जी Agar लड़कियों को आइएसएस बाराबर चाहिए तो लाती भी खाना पडेगा Ab बास rape को ऐसे justify mat कर देना pictwittercomeoHzb2hP7c
Bhadoria se ye to Puch lo kya vo dalit ladki nhi thi jiska 10 din tak rape kiya aur Maas khilaya kyu ki vo spa Ka vote bank hai isliye,no,हावड़ा से ye to कुछ lo क्या वो दलितों लड़की नहीं थी जिसका 10 din तक rape किया और एएएस खिलाया किन की वो spa Ka vote bank : हैं: इसलिए
Lagta hai baba  se tere kuch jada hi connection tu bhi mafi deta tha  kya beti bol ke beti bolo aur phir rape  karo,yes,लगता : हैं: भाभा से तेरे कुछ जादामे hi connection तू भी माफ़ी देता था क्या बेटी बोल के बेटी बोलो और फिर rape करो
janta to lalla babu kuch nahi hai par rape charges to lage hain na !!,no,जनता to लल्ल बाबू कुछ नहीं : हैं: par rape charges to लगे हैं ना
Btw ram rahim ne to rape ki jaise machine hi laga di thi,no,Btw ram रहीम ने to rape की जैसे machine hi लगा दी थी
"Fraud,rape, karke jayega to aisa hi bolenge ...ab wo ashram ho ya rampal",yes,रूद्र करके जाएगा to ऐसा hi बोलेंगे ab वो ashram ho ya रामपाल
Accha dekha ha hum na kon surakshit ha kon nahi....aya din to tum log apni ma behnu ka rape kr reha ho....news dekha kro,yes,अच्छा देखा ha hum ना क्यों सुरक्षित ha क्यों नहाया din to tum log अपनी ma बहना का rape क्र रह फोनों देखा करो
"Andhe bhakt abhi bhi bhakti karbe mein lage hue hain,same like ram ravanbaba jiske rape verdict aane baad bhu bhakt use clean bol rahe hain,",no,अँधे भक्त अभि भी भक्ती करे मेन लगे hue हंसने like ram रावण जिसे rape verdict आने बाद भुल भक्त use clean बोल रहे हैं
Aur hindu ladke rape krte h kyuki nirbhaya case main hindu the,no,उर हिन्दूस लड़के rape करते h क्योंकि निभाया case main हिन्दूस the
Haan sahi hai ye sachai hai ki tumhara dharam gandh machata hai aurato k naam pe  Halala kervate ho rape k naam pe,yes,आँ शाही : हैं: ye सच : हैं: की तुम्हर धर्म गांधी मचलता : हैं: औरत k नाम पे बलाला कुर्वते ho rape k नाम पे
Iss rascal ko kisne bola ki Hindus rape kerte hain tumlog ka dharam toh khulleam beizaat kerta hai aurato ko. Besharam @KhanzadaHassanhttps://twitter.com/khanzadahassan/status/912987264254464001¬†‚Ä¶,no,Iss rascal को किसने bola की Hindus rape केटे हैं तुम्को का धर्म तो खुल्लम बेज़ार करता : हैं: औरत को बेशरम twittercomkhanzadahassanstatus912987264254464001Ä
Nirbhaya rape case main protest karne walin pe lathicharge kaun krwaya tha?,no,निभाया rape case main protest कर्णे वालियाँ पे इंचार्ज कौन कारवाँ था
morad saeed rape kewane k bad khosh gawar moud me,no,मोरदाद सईद rape कीन k bad होश ग्वार मौजूद me
aap ko yeh mirchi h k ek bhi molana rape m andar kyo nahi gaya,no,आप को ये मिर्ची h k एक भी मौलाना rape m अंदर क्यो नहीं गया
Moda aapne jab aapne kaha hindu rape krta h,no,टोडों आपने jab आपने कहा हिन्दूस rape कर्ता h
Usa main chritian rape krta aap sab doodh k dhule aur bedaag hain,yes,सा main खिस्तान rape कर्ता आप सभा दूध k धुले और बेदाग़ हैं
Jin deshon main kal tak aurat ko drive krne ka haq nahi tha wo rape ki report karengi hota hoga toh?,no,इन देशों main काल तक औरत को drive कर्णे का हक़ नहीं था वो rape की report करेंगी होता होग तो
"Vo to thik hai na , par koi 6 saal ki bacchi ka rape kare usse tum Prophet kyun bol rahe ho ?",yes,Vo to ठीक : हैं: ना par कोई 6 साल की बच्ची का rape करे उससे tum Prophet क्यूँ बोल रहे ho
Hindustan ne 4 bar pak ka rape kiya koi nahi aya bich mein or ha agali bar bhi karenge  Suwar,yes,Hindustan ने 4 bar पाक का rape किया कोई नहीं अया बीच मेन or ha अगली bar भी करेंगे वार
@BivasSinha1  bhai..jo iski maa ka article aya tha news me..20 kutto ne rape kiya tha vo post krna,no,भाईजी इसकी माँ का article अया था news me20 कुत्ता ने rape किया था वो post कर्ण
Star plus Ke dukyari jiska beech chorahy may rape Ho Gaya ho https://twitter.com/nomysahir/status/912616495431155713¬†‚Ä¶,no,Star plus Ke दुखियारी जिसका beech चोरा may rape Ho अया ho
Yeh toh aankhon se hi rape kar dte hai,no,एह तो आँखों से hi rape कर डीटीई : हैं:
Ye aunty ko abhi bhi rape threats milti hai?,no,Ye आंटी को अभि भी rape threats मिलती : हैं:
Han be Rapist Muhammad ke follower.madarchod paegambar Muhammad ne 6 sal. Ki ladki ka rape Kiya Tha...or wo chutiya tumhara god Hai,yes,Han be Rapist Muhammad के followermadarchod पैगम्बर Muhammad ने 6 साल Ki लड़की का rape किया हावड़ा वो मूर्ख तुम्हर god आई
spelling sekh le pehle rape sa paida huway ho our moon saaf karlo phir pakistan ka naam lo kuttay,yes,spelling शेख ले पहले rape सा पैदा हाय ho our moon साफ़ करलो फिर फिलीस्तीन का नाम lo कुता
Kashmir rape Kunan Poshpora https://youtu.be/p9Z7trOBK14¬† via @YouTube,no,Kashmir rape गुनन वीर्य via
teri aukaat ye hai k tujhe tatti nation kehte hain aur Delhi ko rape capital,yes,तेरी मौका ye : हैं: k तुझे मल nation कहते हैं और Delhi को rape capital
Kya yah sach hai in janab pe molesting or rape ke arop lage hai??,no,या यह साच : हैं: in जनाब पे molesting or rape के आरोप लगे : हैं:
"No shame mam, ek bhi maulvi batao jo dharam ke naam pe rape karta hai",no,No shame mam एक भी मौलवी बताओ जो धर्म के नाम पे rape कर्ता : हैं:
Trail jiska chal raha hai rape or murder case ka,no,Trail जिसका चल रहा : हैं: rape or murder case का
A rape pidit gareeb mahila ek sal se bhatak rahi hai nahi mila nayay police protection mila hai accused person ko kya karenge pic.twitter.com/3bj9Ptox52,yes,A rape पीते गरीब महिला एक साल से बाटक राही : हैं: नहीं मिला नया police protection मिला : हैं: accused person को क्या करेंगे pictwittercom3bj9Ptox52
"Kisi bhi beti ko hindu babawo ke pas mat bhejo, madharchod rape kar deta h.",yes,इसी भी बेटी को हिन्दूस भाभा के pas mat भेजो कमीने rape कर देता h
ye cherte nahi seedha rape karte hai,no,ye चहरे नहीं सीधा rape करते : हैं:
"Twitter has launched Pandit Deendayal Upadhyay jyada gaali likho, jyada rape threats do Yojana.",no,Twitter has launched पण्डितों दीनदयाल उपाध्याय ज्यादा गाली लिखो ज्यादा rape threats do योजनों
Happy birthday sir aj mujaffar nagar me ladki ko mansh khila ke rape karne walo pe debate rakhe ye news ZEE ke alawa koi nahi chala raha,no,Happy birthday sir आज मुज़फ्फर नागर me लड़की को मनीष खिला के rape कर्णे वालो पे debate रखे ye news ZEE के अलावा कोई नहीं चला रहा
Allahabad main bhi ek gangrape hua hai kal bachhi k sath.aur ek lady morning walk par gayi thi us ka murder hua hai .is sarkar main Bura hal,yes,Allahabad main भी एक गांगेय हुआ : हैं: काल बची k स्तर एक lady morning walk par : गई: थी us का murder हुआ : हैं: is सरकार main उमरा हाल
sardana kyu hindu muslim karte ho baba ne rape kiya woh jail chala gaya agar koi muslim kuch karta hai uske liya bhi kanoon hai,yes,सरधना किन हिन्दूस मुस्लिमों करते ho भाभा ने rape किया वो jail चला गया agar कोई मुस्लिमों कुछ कर्ता : हैं: उसके लिया भी कानून : हैं:
Aur ye BHU ke ladkon ko khula chhod dete hain rape karne,yes,उर ye BHU के लड़कों को खुला छोड़ देते हैं rape कर्णे
Navratri me bhi rape kya yahi hai aapka kanoon  taqleef hoti hai sir,no,नवरात्रि me भी rape क्या यही : हैं: आपका कानून तकलीफ होती : हैं: sir
"fir bhee unka kuchh nahin hota. Wahan ke sheikh rape bhee karte hain, to use accident maan liya jata hai. +",no,fir भी उनका कुछ नहीं होता जहान के sheikh rape भी करते हैं to use accident मान लिया जाता : हैं:
Aaj tak kabhi Kashmiri panditon par daya nahi aayi jinko tere sad lund dada gaddar desbdrohi sekh Abdullah ne mrwaya Hinduon ke rape karwaye,yes,आज तक कभी काश्मीरी पण्डितों par दाया नहीं आयी जिनको तेरे sad लुंद दादाजी गद्दारों देशद्रोही शेख अब्दुल्लाह ने माया बिन्दुओं के rape कराए
"Abe bhaag ke india aa ja, wahan ke gay sheikh rape kar ke murder kar dete hain, +",yes,Abe भाग के इन्डिया आ जा वहाँ के gay sheikh rape कर के murder कर देते हैं
Jis baba n rape kiya use k liye pure sahar m aag laga di kya insaf sirf hindu ya muslim dekh kar kroge,no,इस भाभा n rape किया use k लिये pure सहर m आग लगा दी क्या इन्साफ सिर्फ़ हिन्दूस ya मुस्लिमों देख कर करोगे
"Teri maa ko rape kiya tha musalmano ne toh tu musalman bana , hum ladte rahe par Islam Nahi kabool kiya, tabhi",yes,Teri माँ को rape किया था मुसलमानों ने तो तू मुसलमानों बाना hum लड़ते रहे par Islam राही कबूल किया तबाही
Sare terrorist jihad ka naam pahle lete hai baad me musalman.meri bahen ka rape karne gaye mullo ko woh gagar muli ki tarah kat degi,yes,अरे terrorist jihad का नाम पहले लेते : हैं: बाद me मुसलमानों बहें का rape कर्णे गए मीलों को वो गगर मूली की तरह कट देगी
Hamare yaha purusho ko ram mana jata hai aurato ko devi lekin mulayam singh ne ram bhakto par goli chalwayi aur rape karne walo ko chut,no,हमारे यहाँ पुरुष को ram माना जाता : हैं: औरत को देवी लेकिन मुलायम सिंह ने ram बहको par गोली चलाई और rape कर्णे वालो को चूत
"Ye muzaffarpur ki hindu ladki k sath Jo hua beef,rape,coversion uske bare m bhi chillayen pls Haryana m bhi Jo rape kand hue uspr bhi",no,Ye मुज़फ्फ़रपुर की हिन्दूस लड़की k साथ Jo हुआ beefrapecoversion उसके bare m भी चिल्लाएँगी एमपीएलएस हिरयाणा m भी Jo rape काण्ड hue उसपर भी
year ye rape nahi tha wo dono ka toh chakkar hi tha beti dhikabe ke liye.,yes,year ye rape नहीं था वो दोनो का तो चक्कर hi था बेटी धिक्कारे के लिये
"Innocent Girls ke sath hi to Gurmeet pitaji bankar apni betiyon ke sath rape karta tha , to aise hi honeypreet ke sath kiya",no,Innocent Girls के साथ hi to गुरमीत पिताजी बन्कर अपनी बेताबियों के साथ rape कर्ता था to ऐसे hi honeypreet के साथ किया
Sunny pagi .... ye baat toh kabhi sahi hai but un logo ko aap kya kahege ko kisi ka bhi rape krke muder kr dete haiii,yes,Sunny पगली ye बात तो कभी शाही : हैं: but उन logo को आप क्या कहेंगी को किसी का भी rape करके मर्डर क्र देते हरी
Aap Mulla Mulayam ka rape per bayan bhul gaye..,no,आप हुल्ला मुलायम का rape per बयान भुल गए
Teri maa ya dadi bhi yhi kahti hogi jab muslims ne unka rape kiya hoga hindus ki nasal ho tum shak ho to dna test kra k dekh le,yes,Teri माँ ya दादी भी यही कहती होगी jab मूसलमानों ने उनका rape किया होग हिन्दूज़ की nasal ho tum शाकस ho to डीएनए test कोरा k देख ले
"Warna Kal ye log Mumbai, Odisha, MP, chattisgarh , Rajasthan ki har galiyo Mei bhar jayenge aur har Ghar Mei murder, rape, conversion hoga..",yes,मरना अल ye log Mumbai दिशा MP छत्तीसगढ़ रेगिस्तानी की हर गलियों Mei भार जायेंगे और हर हर Mei murder rape conversion होग
nirbhya rape apke hi time hua tha..bhul gaye,no,निभाया rape आपके hi time हुआ भुल गए
"Ye subha subha baba kedarnath ji ka Puja karta hai or ashirwad main bhagwan se mangta hai ki hatya, sex (rape) kaise kiya jaye ..jai ho baba",yes,Ye सुबह सुबह भाभा केदारनाथ जी का उजड़ कर्ता : हैं: or आशीर्वाद main भगवान् से मंगता : हैं: की हत्या sex rape कैसे किया जाए जय ho भाभा
@VivekmMisra randi ka aulaad ROHINGYA MUSLIM tumhari sister ka rape kiya kya? Jo itna nfrat hai unse. HIZDA ki aulad insaniyat tmhare nhi h,yes,रैंडी का पौलाद ROHINGYA MUSLIM तुम्हरी sister का rape किया क्या Jo इतना नफ़रत : हैं: उनसे HIZDA की अल्ड इन्सानियत तुम्हारे नहीं h
Aray yar ye gang rape ki padaish hai is k walid ko q khostay ho,yes,राय यार ye gang rape की पालिश : हैं: is k वालिद को q गधा ho
"Ab Akhileshwa nahin raha CM to Ahir log Sarkari JAmeen par kabja karna chhod ke, SCs ki betiyon ka rape karna band karke Quran padh rahe ho?",no,Ab अहिलेश्वर नहीं रहा CM to हीर log अरकारी मीन par कब्जा कर्ण छोड़ के SCs की बेताबियों का rape कर्ण band करके उरन पद रहे ho
jo ek dusare ke prati dvesh ki bhawana n phailati dhr sare murder aur rape nahi hota,no,जो एक दूसरे के प्रति देश की भवन n पलती डीएचआर सारे murder और rape नहीं होता
Yar ye @wajih_sani gang rape ki padaish hai,no,अर ye gang rape की पालिश : हैं:
Tum logo ki bakchodi se ek achha khasha thought ka rape ho gya,no,Tum logo की बाल कमीने से एक अच्छा खास thought का rape ho गया
America main har 4 mint main ek rape hota hai aur india k rapes ka to sab ko hi pata hai delhi ka kya hal hai,no,America main हर 4 mint main एक rape होता : हैं: और इन्डिया k rapes का to सभा को hi पाटा : हैं: देहली का क्या हाल : हैं:
"ye modi sarkar hai bhakton k rape bhi qubool hain ,albatta #HINDU_MUSLIMjodeKAchaheGANGAsaPAVITRpremHO tufanOqahar barpa denge !https://twitter.com/IncAbhi4444/status/912727403675316224¬†‚Ä¶",yes,ye मोदी सरकार : हैं: बेतन k rape भी कबूल हैं लत्ता HINDU_MUSLIMjodeKAchaheGANGAsaPAVITRpremHO तनहा बरपा देंगे
"Abey fatey chutad, Apni G bacha Chinese se, Pakistan ka rape kar rahe hai",yes,बेरी पते छूटा पानी G बचा Chinese से Pakistan का rape कर रहे : हैं:
Teri Maa yaa behen ka tho rape nahi hua kya jo  itna bhok raha hai,no,Teri आ या बहन का tho rape नहीं हुआ क्या जो इतना हूक रहा : हैं:
Ya unka rape krke bhaag gye ho sant bnne ke liye!,no,Ya उनका rape करके भाग गए ho सन्त बन्ने के लिये
rss walai shadi kyo nahi kartai.shaka mein ja kar mardangi khtam ho jati hai.tumlogo to rape thread bhi mat do woh bhi nahi hoga tumlogo sai,no,आरएसएस वाला शादी क्यो नहीं करिश्मा मेन जा कर मर्दानगी कहता ho जातीय haitumlogo to rape thread भी mat do वो भी नहीं होग लोगो साईं
Tu apne beheno ka rape krta hoga!,yes,Tu अपने बहन का rape कर्ता होग
Abhi tera rape karugiii,yes,भी तेरा rape करूँगी
"@awasthis sir Utter Pradesh ke kairana me 1 ladki ke saath ghar se utha kar rape hua, kya aapke pass iske liye time hai ki koi use bhi dekhe",no,sir Utter प्रदेश के कैराना me 1 लड़की के साथ घर से उठा कर rape हुआ क्या आपके pass इसके लिये time : हैं: की कोई use भी देखें
@RajatSharmaLive Sir Uttar Pradesh ke Kairana kasba me 1 ladki ko uske ghar se utha kar rape kiya gaya aur police ko batane par police,no,Sir उत्त्तर प्रदेश के कैराना कस्बा me 1 लड़की को उसके घर से उठा कर rape किया गया और police को बताने par police
Inke bare me kya kahoge jo shadi kiye bina 12 saal ki ladki ka rape krte hain pic.twitter.com/pQt1jf40WL,no,उनके bare me क्या कहोगे जो शादी किए वीना 12 साल की लड़की का rape करते हैं pictwittercompQt1jf40WL
"Ek taraf didi bol rahe ho, dusari taraf usi didi ka rape hone ki baat kr rahe ho! Apna zamir bech k jhutha arop lgayenge h,vo kaha ki masoom",yes,Ek तरफ दीदी बोल रहे ho दूसरी तरफ उसी दीदी का rape hone की बात क्र रहे ho अपना ज़मीर बेच k झूठा आरोप लगाएंगे : हो: कहा की मासूम
Koi Osse rape hi na kar day,no,Koi उससे rape hi ना कर day
"Abe bjp wale neechtai ki hadd par kar chuke hai ISI k liye jasoosi, rape, bhadwa giri https://www.google.com/amp/m.hindustantimes.com/india-news/bengal-child-trafficking-arrested-bjp-woman-leader-names-political-personalities/story-uFOBvJLzqKO4gGAXzloQkM_amp.html¬†‚Ä¶ @IndiaToday",yes,Abe भाजपाई wale नीची की हद par कर छूके : हैं: ISI k लिये जासूस rape भारद्वाज गिरी
Rape kiske raaj me ni hua bjp ke satta me aane ke baad india ki khabar lena bhul gayi kya kitne rape huye aur litno ko saja mili chamchi,yes,Rape किसके राज me नहीं हुआ भाजपाई के सट्टा me आने के बाद इन्डिया की खबर लेना भुल : गई: क्या कितने rape हुए और लीनो को साजा मिली चाची
Teri q na sister ka rape ho jaye,no,Teri q ना sister का rape ho जाए
"Ji janab aysa hi hai, ladki k sath chhed chhad, rape ladke karte hain or beizzati ladki ki mani jati hai",no,Ji जनाब अया hi : हैं: लड़की k साथ छेद छन्द rape लड़के करते हैं or इज़्ज़त लड़की की मानी जातीय : हैं:
Chamba house mn apni he bhen se rape kar k qatal kardo aik larki se ofshore nikah karo phr use kar k mukar jao kisi ki biwi pasand aye to,yes,हम्बा house मेन अपनी he बहें से rape कर k अटल करोड़ो लायक अरकी से आफशोर निकाह करो फिर use कर k मुकर जाओ किसी की बीवी पसंद aye to
Sapai muwaje ko le ker na bole yaad kare jab akhilesh her rape pidit ko FIR aur janch ki bajay 2 laakh muwaja ki ghos a ki thi ..,yes,अपनी मजे को ले कर ना bole याद करे jab अखिलेश her rape पीते को FIR और जाँच की बजाये 2 लाख_num मुरज की घोष a की थी
Yad rkhna Takshk ki trh Hindustan me koi jrur paida hoga jo apne purwaj ko hue rape ka mulle se bdla lenge lekin uchit tarike se.,no,Yad रखना अश्क की तरह Hindustan me कोई जुर्म पैदा होग जो अपने पूर्वज को hue rape का मुस्लिम से बदला लेंगे लेकिन उचित तारिक़ से
"Bhagat Singh ne kya ram ram japa tha angrezo k sath, nirbhaya me tere hi bhai log ne rape kr k rod bhi dali,",no,भगत Singh ने क्या ram ram जाप था अंग्रेज़ k साथ निभाया me तेरे hi भाई log ने rape क्र k rod भी दाली
"Sir up ka kuch bhi nhi ho rha hai janta ap ko bura bol rhi hai Mai ap ka  ek supporter hun like crime , rape  , jobs..",no,Sir up का कुछ भी नहीं ho रहा : हैं: जनता आप को बुरा बोल राही : हैं: Mai आप का एक supporter हूणों like crime rape jobs
"#gorakhpur jashne azadi se phele  hasre azadi ya  laparwahai ki azadi, rape ki, gundagardi ki, nafarat ki, nasha ki..... Rab khair kare",no,गोरखपुरी जश्न आजादी से पहले हेयर आजादी ya लापरवाही की आजादी rape की गुदगुदी की नफ़रत की नशा की अब खैर करे
Bhai rape me fir na likhne aur gaytri ko bachane ki poori koshish aur mulayam ka repist kahne per sale baap bete to road per kheecha ths,yes,: हैं: rape me fir ना लिखने और गायित्री को बचाने की पूरी कोशिश और मुलायम का रेसिस्ट कहने per sale बाप बेटे to road per खीच दिस
Bilkul ho rahi jaanch bhi ho rahi tum bhi bolo ki sapa raaj me rape hota tha aur Fir ki jahag repist ko bachaya gaya bolo,no,बिलकुल ho राही जाँच भी ho राही tum भी बोलो की सपन राज me rape होता था और Fir की जहाँ रेसिस्ट को बचाया गया बोलो
Kyo ab hatya rape ni ho rha h,no,यो ab हत्या rape नहीं ho रहा h
Agar sanghion ki behan ka koi dusra sanghi rape kar de fir bhi ye apni behan ko hi galti manega.,yes,Agar संगीन की बहन का कोई दूसरा शंघाई rape कर दे fir भी ye अपनी बहन को hi गलती मानेगा
Manu ne Teri maa kaa rape kiya hoga Ho Tu paida huwi,yes,अनु ने Teri माँ का rape किया होग Ho Tu पैदा हुई
"Ye to ek dukhad ghatna hai sirjee. Hatya to aapke raaj me hui this, rape, extortion, scam, aur na Jane kya kya ? Bhul gaye kya ?",no,Ye to एक दुखड़ा घटना : हैं: सिरे सत्या to आपके राज me हुई this rape extortion scam और ना Jane क्या क्या भुल गए क्या
Hindustan hai rape aur bhok en pehchan hai,no,Hindustan : हैं: rape और हूक en पहचान : हैं:
Bhosdi ke ab to bjp ka sasan hai ab ku har roj rape murder ho rahe. .fekna band kar,no,कमीना के ab to भाजपाई का सशासन : हैं: ab कोई हर रोज rape murder ho रहे फेंकता band कर
Youth tak pahonchne me liye zinda rahana chahiye. Aur  zinda rahne ke  liye rape nahi hona chahiye.,no,Youth तक पहुंचेगा me लिये ज़िन्द रहना चाहिए उर ज़िन्द रहने के लिये rape नहीं होना चाहिए
Aur akhilesh rape yukt serkar chalata tha ..  Khoob rape karo him bachayenge,yes,उर अखिलेश rape आयुक्त सरकार चलता था हूँ rape करो him बचाएँगे
Sapa raaj me 100 se uoer ladkiyo ke sath rape hua tha isteefa manga tha???,no,अपना राज me 10 से उपोर लड़कियों के साथ rape हुआ था स्तीफेन manga था
"Akhilesh raaj me hatyaye aur anginat rape aur repist ko bachane wake akhiluddin. Se istifa maanga tha,????",no,अखिलेश राज me खाये और अनगिनत rape और रेसिस्ट को बचाने wake फ़ख़रुद्दीन Se आईफा माँग था
"Aisa Islamic rule in desho me aaya tha ki wahan ki musalman abadi kaanp uthi,rape murder loot sab kuch kiya so called Islamist rulers ne",no,ईसाई Islamic rule in देशों me आया था की वहाँ की मुसलमानों राबड़ी कांप थिरके murder loot सभा कुछ किया so called Islamist rulers ने
Bhai tum ne un maa se ne pucha kiya jinke beti ka rape unke aankho se samne noida Mann huwa tab kya action liye tum logo ne,yes,: हैं: tum ने उन माँ से ने पूछा किया जिनके बेटी का rape उनके आँखो से सम्ने नोयडा Mann हुवा tab क्या action लिये tum logo ने
Is pic ka tune rape kar diya.,no,Is pic का tune rape कर दिया
Bhai parhi likhi baatain mat kiya karo... inn ko samjh nahi aati.... haan koi loot maar karni ho... kisi ka rape karna ho to inko batao..,yes,: हैं: पर्ची लिखी बातें mat किया करो inn को समझ नहीं आती हां कोई loot मार करनी ho किसी का rape कर्ण ho to इनको बताओ
@janvi700 Tera  rape karne  koi  hayega to tu kolke degi ya   pattar maarke  bagayegi,no,एरा rape कर्णे कोई छाएगा to तू कोल्कर देगी ya पत्तर मारे भायेगी
inna rape kiya uska,no,किन्ना rape किया उसका
"unhe marna , zabdasti mazahab tabdeel kara aur rape karna hi aata hai , us ke toba karli , jalad ke jalad rahe aur haath se jannat na gayee",yes,उन्हें मरना जबरदस्त मज़हब अब्दुल कारा और rape कर्ण hi आता : हैं: us के तोबा करेली जलदी के जलदी रहे और हाथ से जन्नत ना गई
Aaj to mantri ji ka rape ho gya,no,आज to मंत्री जी का rape ho गया
Delhi Nirbhaya rape aur hatyakand me ladke kaunsa MP ya vidhayak ke b√™te they?,yes,Delhi निभाया rape और अटकन me लड़के कंस MP ya विधायक के बीती they
"@AAPVind samaj sewa! Mc, inka samaj sewa matlab rape murder hai Khali..",yes,समाजी सेवा Mc इंका समाजी सेवा मैटलैब rape murder : हैं: हाली
@narendramodi @narendramodi177 aap jaise netaao ki wajah se yeh baba jindaa hai..... fir rape karte hai yaa phir lutte... take action please,no,आप जैसे नेताओं की वजह से ये भाभा जिंदवा : हैं: fir rape करते : हैं: या फिर लुटते take action please
Hinduon Ki rape aur ek Muslimistaan banne Par Hi jababi( Ansari) ko Khushi milegi.,yes,बिन्दुओं Ki rape और एक गुलिस्तान बन्ने Par Hi जबकि अन्सारी को खुशी मिलेगी
But chamcho ko gandagi hi pasand hai..ghotala aur rape kerne wale,yes,But चाचरो को बन्दगी hi पसंद घोटाला और rape केर्नेल wale
Yaar in patawario ko kaho ke yeh jalsay chorain aur NAB ki tayri karain...case lara nahi jai ga aur rape victims ki tarha kahain gy ziadti,no,एएआर in पटवारी को कहो के ये जलाए चौराई और NAB की तैयारी कारण लारा नहीं जय ग और rape victims की तरहा कहीं गया ज़िंदगी
Hamare Hindustan me aaj kal ye desh bhakti nahi ho raha hai raquat(khun)bhakti bahut ho rahai hai or rape bhakti bahut ho raha hai,no,हमारे Hindustan me आज काल ye देश भक्ती नहीं ho रहा : हैं: raquatkhunbhakti बहुत ho रहती : हैं: or rape भक्ती बहुत ho रहा : हैं:
Gaurakshakon dwara apni manmaani ke case ka aankda batao..rape case ka aankda batao.. tbhi hogi na mnn ki baat.,no,दर्शकों द्वारा अपनी मनमानी के case का बाँका बताए case का बाँका बताओ भी होगी ना मान की बात
Yogi ko istefa dedena chahiye kyun ki flop sarkar  ho chuki hai aaye din up me rape or murder ho raha hai,yes,Yogi को स्तीफेन देदें चाहिए क्यूँ की flop सरकार ho चुकी : हैं: आये din up me rape or murder ho रहा : हैं:
Aur akhilesh time me jitni ladkio ke sath rape hua aur murder hua usme Teri bahan hoti to Teri bhi hekdi nikal jati,no,उर अखिलेश time me जितनी लड़की के साथ rape हुआ और murder हुआ उसमें Teri वाहन होती to Teri भी भेदी निकल जातीय
"Akhilesh ke gunda raaj, rape , ghotala , not fir, rapist ko bachana in sab per bolne aaye the?? Nahi na . ab bhoko jor se bhoko shor se",no,अखिलेश के गोंडा राज rape घोटाला not fir rapist को बचना in सभा per बोलने आये the राही ना ab ठोको जोर से ठोको शोर से
Filhal toh behanchod zindagi rape kr rae hai.,no,फिलहाल तो बहन चुदाई ज़िन्दगी rape क्र रहे : हैं:
